DEBUG: General     , 1681768086879> LoggerManager.init                  > Initializing...
WARN : ActionSystem, 1681768970368> 4.486.668> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970390> 4.486.689> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970438> 4.486.738> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970463> 4.486.762> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970484> 4.486.784> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970505> 4.486.805> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970531> 4.486.831> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970555> 4.486.855> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970577> 4.486.877> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970597> 4.486.897> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970642> 4.486.942> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970669> 4.486.969> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970691> 4.486.991> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970715> 4.487.015> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970735> 4.487.035> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970754> 4.487.054> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970774> 4.487.074> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970798> 4.487.098> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970820> 4.487.120> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970842> 4.487.142> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970868> 4.487.168> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970888> 4.487.188> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970913> 4.487.213> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970936> 4.487.236> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970961> 4.487.261> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970988> 4.487.288> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971012> 4.487.313> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971033> 4.487.334> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971063> 4.487.363> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971083> 4.487.383> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971103> 4.487.404> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971128> 4.487.429> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971149> 4.487.450> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971173> 4.487.473> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971199> 4.487.500> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971220> 4.487.521> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971242> 4.487.542> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971268> 4.487.568> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971320> 4.487.621> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971344> 4.487.645> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971366> 4.487.666> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971388> 4.487.689> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971411> 4.487.711> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971439> 4.487.739> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971459> 4.487.759> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971481> 4.487.781> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971505> 4.487.805> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971534> 4.487.834> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971563> 4.487.862> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971597> 4.487.896> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971678> 4.487.978> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971750> 4.488.050> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971854> 4.488.154> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
ERROR: Multiplayer , 1681768971884> 4.488.184> GameClient.receiveThump> ReceiveThump: zombie 12887 not found
WARN : ActionSystem, 1681768971927> 4.488.227> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768971979> 4.488.279> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768972223> 4.488.523> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768972654> 4.488.954> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768972841> 4.489.141> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768973015> 4.489.316> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768973391> 4.489.691> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768973777> 4.490.077> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768974153> 4.490.453> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768974568> 4.490.869> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768974913> 4.491.213> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768975313> 4.491.614> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768975613> 4.491.914> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768975691> 4.491.992> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768975797> 4.492.098> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768975983> 4.492.284> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976055> 4.492.356> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976171> 4.492.471> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976366> 4.492.666> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976431> 4.492.731> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976540> 4.492.840> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976745> 4.493.046> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976819> 4.493.119> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768976963> 4.493.264> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977138> 4.493.439> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977201> 4.493.501> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977310> 4.493.610> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977487> 4.493.787> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977554> 4.493.854> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977667> 4.493.967> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977843> 4.494.143> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768977911> 4.494.211> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978032> 4.494.332> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978212> 4.494.513> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978281> 4.494.582> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978392> 4.494.692> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978571> 4.494.871> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768978637> 4.494.937> ActionContext.evaluateCurrentStateTransitions> IsoZombie-787f66f2-c417-423f-8cf0-3bb5949eb312> Transition's target state not found: "getup"
